id,name,category,sales,region
1290,Foldable Storage Rack,Home,592,East
1291,Fresh Coffee Beans Bag,Grocery,21,East
1292,Deluxe Curtain Set,Home,309,North
1293,Air Graphics Card,Electronics,1282,West
1294,Advanced Blood Pressure Monitor,Health,39,East
1295,Classic Baseball Cap,Fashion,42,South
1296,Daily Herbal Tea Box,Health,250,East
1297,Portable Wall Clock,Home,198,West
1298,Junior Yoga Mat,Sports,154,East
1299,Complete English Grammar Guide,Education,109,West
1300,Classic Wrist Watch,Fashion,34,West
1301,Trendy Hooded Sweatshirt,Fashion,357,East
1302,Whole Grain Oatmeal Pack,Grocery,90,West
1303,Ultra External SSD,Electronics,834,North
1304,Deluxe Storage Rack,Home,43,North
1305,Applied Statistics Book,Education,73,East
1306,Mini Smart Watch,Electronics,1182,West
1307,Modern Mop Set,Home,389,South
1308,Clinical First Aid Kit,Health,46,West
1309,Applied English Grammar Guide,Education,150,East
1310,Daily Multivitamin Pack,Health,59,West
1311,Local Olive Oil Bottle,Grocery,16,North
1312,Pro Action Camera,Electronics,1519,East
1313,Herbal Multivitamin Pack,Health,89,West
1314,Illustrated Statistics Book,Education,31,West
1315,Casual Hooded Sweatshirt,Fashion,110,North
1316,Deluxe Wall Clock,Home,288,West
1317,Applied Flash Card Set,Education,107,East
1318,Classic Table Lamp,Home,595,North
1319,Portable Microwave Oven,Home,114,South
1320,Classic Denim Jacket,Fashion,106,South
1321,Pro Camping Tent,Sports,782,East
1322,Daily Hand Sanitizer Pack,Health,147,North
1323,Concise Coding Notebook,Education,48,North
1324,Advanced Protein Powder,Health,21,South
1325,Trendy Wrist Watch,Fashion,484,North
1326,Daily Pain Relief Gel,Health,194,North
1327,Local Almonds Pack,Grocery,61,East
1328,Heavy Duty Hockey Stick,Sports,641,North
1329,Premium Hockey Stick,Sports,611,South
1330,Illustrated Statistics Book,Education,90,East
1331,Lite Tablet,Electronics,230,West
1332,Designer Sunglasses,Fashion,265,North
1333,Advanced Protein Powder,Health,153,East
1334,Herbal Pain Relief Gel,Health,191,North
1335,Fresh Pasta Pack,Grocery,25,North
1336,Plus VR Headset,Electronics,1281,East
1337,Herbal Vitamin C Tablets,Health,185,West
1338,Outdoor Football,Sports,518,South
1339,Whole Grain Green Tea Box,Grocery,50,South
1340,Air Webcam,Electronics,781,West
1341,Premium Basketball,Sports,162,West
1342,Natural First Aid Kit,Health,156,North
1343,Practical Calculus Textbook,Education,92,North
1344,Heavy Duty Camping Tent,Sports,772,East
1345,Foldable Cushion Cover,Home,314,West
1346,Foldable Kitchen Knife Set,Home,175,West
1347,Imported Dried Fruits Pack,Grocery,34,North
1348,Lite External SSD,Electronics,842,South
1349,Illustrated Deep Learning Book,Education,17,South
1350,Organic Peanut Butter Jar,Grocery,8,South
1351,Herbal Face Mask Box,Health,92,South
1352,Junior Skipping Rope,Sports,290,South
1353,Slim Fit Backpack,Fashion,389,West
1354,Pro Skipping Rope,Sports,445,North
1355,Slim Fit Sneakers,Fashion,497,East
1356,Formal Wool Sweater,Fashion,373,East
1357,Classic Belt,Fashion,107,South
1358,Foldable Table Lamp,Home,394,North
1359,Natural Pain Relief Gel,Health,120,South
1360,Clinical Vitamin C Tablets,Health,92,West
1361,Casual Backpack,Fashion,288,North
1362,Designer Formal Shoes,Fashion,442,North
1363,Whole Grain Cereal Box,Grocery,6,South
1364,Heavy Duty Basketball,Sports,708,South
1365,Fresh Spice Set,Grocery,95,East
1366,Ultra Smartphone,Electronics,1447,North
1367,Clinical First Aid Kit,Health,65,South
1368,Advanced Multivitamin Pack,Health,294,South
1369,Lite Gaming Mouse,Electronics,943,West
1370,Imported Cereal Box,Grocery,101,South
1371,Concise Deep Learning Book,Education,90,North
1372,Daily Pain Relief Gel,Health,86,East
1373,Clinical Hand Sanitizer Pack,Health,297,North
1374,Premium Football,Sports,59,South
1375,Eco Microwave Oven,Home,481,North
1376,Eco Storage Rack,Home,238,West
1377,Organic Pasta Pack,Grocery,104,West
1378,Casual Belt,Fashion,262,South
1379,Daily Digital Thermometer,Health,231,West
1380,Fresh Dried Fruits Pack,Grocery,21,West
1381,Junior Resistance Bands,Sports,747,East
1382,Trendy Scarf,Fashion,341,East
1383,Classic Hooded Sweatshirt,Fashion,370,East
1384,Organic Pasta Pack,Grocery,114,West
1385,Beginner Algebra Workbook,Education,83,East
1386,Trendy Wrist Watch,Fashion,222,North
1387,Classic Baseball Cap,Fashion,187,East
1388,Lightweight Football,Sports,475,West
1389,Portable Air Purifier,Home,258,East
1390,Heavy Duty Gym Bag,Sports,741,North
1391,Designer Handbag,Fashion,322,West
1392,Advanced Multivitamin Pack,Health,271,West
1393,Junior Dumbbell Set,Sports,158,South
1394,Clinical Hand Sanitizer Pack,Health,210,West
1395,Modern Blender,Home,574,East
1396,Deluxe Microwave Oven,Home,215,East
1397,Fresh Dried Fruits Pack,Grocery,37,North
1398,Fresh Coffee Beans Bag,Grocery,51,North
1399,Fresh Cereal Box,Grocery,37,North
1400,Smart Smartphone,Electronics,640,South
1401,Natural Digital Thermometer,Health,258,East
1402,Clinical Digital Thermometer,Health,82,South
1403,Modern Microwave Oven,Home,372,East
1404,Complete Flash Card Set,Education,139,West
1405,Pro Cricket Bat,Sports,422,East
1406,Designer Sneakers,Fashion,181,West
1407,Outdoor Water Bottle,Sports,744,North
1408,Herbal Face Mask Box,Health,238,West
1409,Pro Monitor,Electronics,752,West
1410,Trendy Leather Wallet,Fashion,171,South
1411,Clinical Pain Relief Gel,Health,278,West
1412,Foldable Microwave Oven,Home,133,North
1413,Premium Tennis Racket,Sports,124,South
1414,Formal Scarf,Fashion,54,East
1415,Mini Power Bank,Electronics,409,South
1416,Junior Camping Tent,Sports,773,South
1417,Foldable Storage Rack,Home,504,North
1418,Daily Blood Pressure Monitor,Health,192,East
1419,Classic Formal Shoes,Fashion,150,South
1420,Daily Digital Thermometer,Health,294,South
1421,Fresh Cereal Box,Grocery,118,South
1422,Applied Flash Card Set,Education,112,West
1423,Outdoor Running Shoes,Sports,384,East
1424,Plus Laptop,Electronics,581,North
1425,Casual Denim Jacket,Fashion,375,East
1426,Local Spice Set,Grocery,41,West
1427,Whole Grain Coffee Beans Bag,Grocery,53,West
1428,Herbal Hand Sanitizer Pack,Health,36,South
1429,Eco Table Lamp,Home,585,West
1430,Formal Wool Sweater,Fashion,166,East
1431,Eco Storage Rack,Home,101,North
1432,Classic Leather Wallet,Fashion,500,South
1433,Imported Cereal Box,Grocery,64,East
1434,Daily Face Mask Box,Health,150,West
1435,Premium Honey Jar,Grocery,15,South
1436,Classic Curtain Set,Home,372,West
1437,Complete Algebra Workbook,Education,145,West
1438,Ultra Action Camera,Electronics,1600,South
1439,Modern Non-stick Pan,Home,340,West
1440,Premium Dumbbell Set,Sports,471,South
1441,Portable Vacuum Cleaner,Home,252,North
1442,Training Knee Support,Sports,569,South
1443,Plus Action Camera,Electronics,1729,North
1444,Plus USB Hub,Electronics,428,North
1445,Classic Cotton T-Shirt,Fashion,302,North
1446,Foldable Kitchen Knife Set,Home,52,East
1447,Clinical First Aid Kit,Health,156,North
1448,Advanced Machine Learning Guide,Education,108,East
1449,Eco Wall Clock,Home,330,East
1450,Classic Graphics Card,Electronics,686,North
1451,Lightweight Badminton Set,Sports,108,South
1452,Heavy Duty Resistance Bands,Sports,727,West
1453,Vintage Formal Shoes,Fashion,92,North
1454,Whole Grain Dried Fruits Pack,Grocery,87,North
1455,Illustrated Encyclopedia Set,Education,93,West
1456,Complete Dictionary,Education,137,West
1457,Wireless Mechanical Keyboard,Electronics,1986,North
1458,Deluxe Coffee Maker,Home,284,East
1459,Mini USB Hub,Electronics,208,East
1460,Local Oatmeal Pack,Grocery,92,North
1461,Applied Encyclopedia Set,Education,51,North
1462,Modern Blender,Home,555,West
1463,Wireless USB Hub,Electronics,1373,South
1464,Compact Vacuum Cleaner,Home,598,North
1465,Max USB Hub,Electronics,147,South
1466,Natural Face Mask Box,Health,188,North
1467,Compact Air Purifier,Home,419,West
1468,Vintage Cotton T-Shirt,Fashion,317,West
1469,Clinical Blood Pressure Monitor,Health,12,North
1470,Air Power Bank,Electronics,1831,North
1471,Eco Mop Set,Home,291,North
1472,Imported Dried Fruits Pack,Grocery,85,West
1473,Foldable Vacuum Cleaner,Home,117,North
1474,Complete Calculus Textbook,Education,80,East
1475,Applied Chemistry Lab Manual,Education,124,South
1476,Illustrated Flash Card Set,Education,116,North
1477,Classic Storage Rack,Home,266,South
1478,Lightweight Football,Sports,502,North
1479,Herbal Digital Thermometer,Health,172,North
1480,Official Badminton Set,Sports,779,West
1481,Junior Golf Club,Sports,115,North
1482,Daily Blood Pressure Monitor,Health,220,East
1483,Heavy Duty Basketball,Sports,613,North
1484,Concise Statistics Book,Education,74,North
1485,Natural Herbal Tea Box,Health,34,East
1486,Clinical First Aid Kit,Health,257,North
1487,Fresh Basmati Rice Pack,Grocery,95,South
1488,Heavy Duty Treadmill,Sports,108,West
1489,Ultra Bluetooth Speaker,Electronics,1085,South
1490,Classic Smart Plug,Electronics,1446,South
1491,Advanced Blood Pressure Monitor,Health,276,South
1492,Classic Sunglasses,Fashion,484,East
1493,Designer Denim Jacket,Fashion,363,North
1494,Eco Microwave Oven,Home,573,West
1495,Pro Golf Club,Sports,330,East
1496,Local Peanut Butter Jar,Grocery,90,North
1497,Heavy Duty Yoga Mat,Sports,52,West
1498,Clinical Digital Thermometer,Health,110,West
1499,Imported Olive Oil Bottle,Grocery,19,West
1500,Vintage Cotton T-Shirt,Fashion,326,South
